old_tag,canonical_tag,merged,merge_confidence,reason
address_change_counselor_chairperson_signature_followup_a,address_change_counselor_chairperson_signature_followup_a,False,0.0,canonical_or_unmerged
address_change_counselor_chairperson_signature_followup_b,address_change_counselor_chairperson_signature_followup_b,False,0.0,canonical_or_unmerged
address_change_counselor_chairperson_signature_followup_c,address_change_counselor_chairperson_signature_followup_c,False,0.0,canonical_or_unmerged
address_change_counselor_chairperson_signature_followup_d,address_change_counselor_chairperson_signature_followup_d,False,0.0,canonical_or_unmerged
address_change_online_new,address_change_online_new,False,0.0,canonical_or_unmerged
address_change_online_new_followup_a,address_change_online_new_followup_a,False,0.0,canonical_or_unmerged
address_change_online_new_followup_b,address_change_online_new_followup_b,False,0.0,canonical_or_unmerged
address_change_online_new_followup_c,address_change_online_new_followup_c,False,0.0,canonical_or_unmerged
address_change_online_new_followup_d,address_change_online_new_followup_d,False,0.0,canonical_or_unmerged
address_change_sms_to_mobile_how_many_days_to_get_approved,address_change_sms_to_mobile_how_many_days_to_get_approved,False,0.0,canonical_or_unmerged
after_success_login_button,after_success_login_button,False,0.0,canonical_or_unmerged
age_and_dob_correction,age_and_dob_correction,False,0.0,canonical_or_unmerged
age_and_dob_correction_followup_a,age_and_dob_correction_followup_a,False,0.0,canonical_or_unmerged
age_and_dob_correction_followup_b,age_and_dob_correction_followup_b,False,0.0,canonical_or_unmerged
age_and_dob_correction_followup_c,age_and_dob_correction_followup_c,False,0.0,canonical_or_unmerged
age_and_dob_correction_followup_d,age_and_dob_correction_followup_d,False,0.0,canonical_or_unmerged
agent_calling,agent_calling,False,0.0,canonical_or_unmerged
all_documents_correct_but_application_rejected_why,all_documents_correct_but_application_rejected_why,False,0.0,canonical_or_unmerged
all_documents_correct_but_application_rejected_why_followup_a,all_documents_correct_but_application_rejected_why_followup_a,False,0.0,canonical_or_unmerged
all_documents_correct_but_application_rejected_why_followup_b,all_documents_correct_but_application_rejected_why_followup_b,False,0.0,canonical_or_unmerged
all_documents_correct_but_application_rejected_why_followup_c,all_documents_correct_but_application_rejected_why_followup_c,False,0.0,canonical_or_unmerged
all_documents_correct_but_application_rejected_why_followup_d,all_documents_correct_but_application_rejected_why_followup_d,False,0.0,canonical_or_unmerged
app_download_sources,app_download_sources,False,0.0,canonical_or_unmerged
app_language_change,app_language_change,False,0.0,canonical_or_unmerged
app_not_opening_troubleshoot,app_not_opening_troubleshoot,False,0.0,canonical_or_unmerged
app_requirements_internet_gps_vpn,app_requirements_internet_gps_vpn,False,0.0,canonical_or_unmerged
auto_logout_inactivity,auto_logout_inactivity,False,0.0,canonical_or_unmerged
ballot_envelope_postage_free,ballot_envelope_postage_free,False,0.0,canonical_or_unmerged
ballot_envelope_submission,ballot_envelope_submission,False,0.0,canonical_or_unmerged
ballot_marking_instructions,ballot_marking_instructions,False,0.0,canonical_or_unmerged
ballot_packet_contents,ballot_packet_contents,False,0.0,canonical_or_unmerged
ballot_packing_instructions,ballot_packing_instructions,False,0.0,canonical_or_unmerged
ballot_tracking_button_activation,ballot_tracking_button_activation,False,0.0,canonical_or_unmerged
ballot_tracking_definition,ballot_tracking_definition,False,0.0,canonical_or_unmerged
ballot_tracking_steps,ballot_tracking_steps,False,0.0,canonical_or_unmerged
birth_certificate_and_ssc_certificate_different_information,birth_certificate_and_ssc_certificate_different_information,False,0.0,canonical_or_unmerged
birth_certificate_and_ssc_certificate_different_information_followup_a,birth_certificate_and_ssc_certificate_different_information_followup_a,False,0.0,canonical_or_unmerged
birth_certificate_and_ssc_certificate_different_information_followup_b,birth_certificate_and_ssc_certificate_different_information_followup_b,False,0.0,canonical_or_unmerged
birth_certificate_and_ssc_certificate_different_information_followup_c,birth_certificate_and_ssc_certificate_different_information_followup_c,False,0.0,canonical_or_unmerged
birth_certificate_and_ssc_certificate_different_information_followup_d,birth_certificate_and_ssc_certificate_different_information_followup_d,False,0.0,canonical_or_unmerged
birth_certificate_number_correct_or_add_document_new,birth_certificate_number_correct_or_add_document_new,False,0.0,canonical_or_unmerged
birth_certificate_number_correct_or_add_document_new_followup_a,birth_certificate_number_correct_or_add_document_new_followup_a,False,0.0,canonical_or_unmerged
birth_certificate_number_correct_or_add_document_new_followup_b,birth_certificate_number_correct_or_add_document_new_followup_b,False,0.0,canonical_or_unmerged
birth_certificate_number_correct_or_add_document_new_followup_c,birth_certificate_number_correct_or_add_document_new_followup_c,False,0.0,canonical_or_unmerged
birth_certificate_number_correct_or_add_document_new_followup_d,birth_certificate_number_correct_or_add_document_new_followup_d,False,0.0,canonical_or_unmerged
birth_date_no_proof_model,birth_date_no_proof_model,False,0.0,canonical_or_unmerged
birthplace_correction_new,birthplace_correction_new,False,0.0,canonical_or_unmerged
birthplace_correction_new_followup_a,birthplace_correction_new_followup_a,False,0.0,canonical_or_unmerged
birthplace_correction_new_followup_b,birthplace_correction_new_followup_b,False,0.0,canonical_or_unmerged
birthplace_correction_new_followup_c,birthplace_correction_new_followup_c,False,0.0,canonical_or_unmerged
birthplace_correction_new_followup_d,birthplace_correction_new_followup_d,False,0.0,canonical_or_unmerged
bkash_mfs_payment_process,bkash_mfs_payment_process,False,0.0,canonical_or_unmerged
blood_group_correction,blood_group_correction,False,0.0,canonical_or_unmerged
blood_group_correction_followup_a,blood_group_correction_followup_a,False,0.0,canonical_or_unmerged
blood_group_correction_followup_b,blood_group_correction_followup_b,False,0.0,canonical_or_unmerged
blood_group_correction_followup_c,blood_group_correction_followup_c,False,0.0,canonical_or_unmerged
blood_group_correction_followup_d,blood_group_correction_followup_d,False,0.0,canonical_or_unmerged
call_center_bengali_support,call_center_bengali_support,False,0.0,canonical_or_unmerged
camera_issue_registration,camera_issue_registration,False,0.0,canonical_or_unmerged
card_avail_after_address_change,card_avail_after_address_change,False,0.0,canonical_or_unmerged
card_avail_after_address_change_followup_a,card_avail_after_address_change_followup_a,False,0.0,canonical_or_unmerged
card_avail_after_address_change_followup_b,card_avail_after_address_change_followup_b,False,0.0,canonical_or_unmerged
card_avail_after_address_change_followup_c,card_avail_after_address_change_followup_c,False,0.0,canonical_or_unmerged
card_avail_after_address_change_followup_d,card_avail_after_address_change_followup_d,False,0.0,canonical_or_unmerged
card_correction_fees,card_correction_fees,False,0.0,canonical_or_unmerged
card_correction_fees_2_followup_a,card_correction_fees_followup_a,True,100.0,high_confidence_question_and_answer_equivalence
card_correction_fees_followup_a,card_correction_fees_followup_a,False,0.0,canonical_or_unmerged
card_correction_fees_2_followup_b,card_correction_fees_followup_b,True,100.0,high_confidence_question_and_answer_equivalence
card_correction_fees_followup_b,card_correction_fees_followup_b,False,0.0,canonical_or_unmerged
card_correction_fees_2_followup_c,card_correction_fees_followup_c,True,100.0,high_confidence_question_and_answer_equivalence
card_correction_fees_followup_c,card_correction_fees_followup_c,False,0.0,canonical_or_unmerged
card_correction_fees_2_followup_d,card_correction_fees_followup_d,True,100.0,high_confidence_question_and_answer_equivalence
card_correction_fees_followup_d,card_correction_fees_followup_d,False,0.0,canonical_or_unmerged
card_correction_fees_payment_reference_nid_number_query,card_correction_fees_payment_reference_nid_number_query,False,0.0,canonical_or_unmerged
card_correction_fees_payment_reference_nid_number_query_followup_a,card_correction_fees_payment_reference_nid_number_query_followup_a,False,0.0,canonical_or_unmerged
card_correction_fees_payment_reference_nid_number_query_followup_b,card_correction_fees_payment_reference_nid_number_query_followup_b,False,0.0,canonical_or_unmerged
card_correction_fees_payment_reference_nid_number_query_followup_c,card_correction_fees_payment_reference_nid_number_query_followup_c,False,0.0,canonical_or_unmerged
card_correction_fees_payment_reference_nid_number_query_followup_d,card_correction_fees_payment_reference_nid_number_query_followup_d,False,0.0,canonical_or_unmerged
card_correction_one_information_maximum_limit,card_correction_one_information_maximum_limit,False,0.0,canonical_or_unmerged
card_correction_one_information_maximum_limit_followup_a,card_correction_one_information_maximum_limit,True,100.0,high_confidence_question_and_answer_equivalence
card_correction_one_information_maximum_limit_followup_b,card_correction_one_information_maximum_limit_followup_b,False,0.0,canonical_or_unmerged
card_correction_one_information_maximum_limit_followup_c,card_correction_one_information_maximum_limit_followup_c,False,0.0,canonical_or_unmerged
card_correction_one_information_maximum_limit_followup_d,card_correction_one_information_maximum_limit_followup_d,False,0.0,canonical_or_unmerged
card_correction_request_canceled_by_consumer_regarding_refund_fees,card_correction_request_canceled_by_consumer_regarding_refund_fees,False,0.0,canonical_or_unmerged
card_correction_request_canceled_by_consumer_regarding_refund_fees_followup_a,card_correction_request_canceled_by_consumer_regarding_refund_fees_followup_a,False,0.0,canonical_or_unmerged
card_correction_request_canceled_by_consumer_regarding_refund_fees_followup_b,card_correction_request_canceled_by_consumer_regarding_refund_fees_followup_b,False,0.0,canonical_or_unmerged
card_correction_request_canceled_by_consumer_regarding_refund_fees_followup_c,card_correction_request_canceled_by_consumer_regarding_refund_fees_followup_c,False,0.0,canonical_or_unmerged
card_correction_request_canceled_by_consumer_regarding_refund_fees_followup_d,card_correction_request_canceled_by_consumer_regarding_refund_fees_followup_d,False,0.0,canonical_or_unmerged
card_correction_request_failed_query_regarding_refund_fees,card_correction_request_failed_query_regarding_refund_fees,False,0.0,canonical_or_unmerged
card_correction_request_failed_query_regarding_refund_fees_followup_a,card_correction_request_failed_query_regarding_repayment_fees_followup_a,True,100.0,high_confidence_question_and_answer_equivalence
card_correction_request_failed_query_regarding_repayment_fees_followup_a,card_correction_request_failed_query_regarding_repayment_fees_followup_a,False,0.0,canonical_or_unmerged
card_correction_request_failed_query_regarding_refund_fees_followup_b,card_correction_request_failed_query_regarding_refund_fees_followup_b,False,0.0,canonical_or_unmerged
card_correction_request_failed_query_regarding_repayment_fees_followup_b,card_correction_request_failed_query_regarding_refund_fees_followup_b,True,100.0,high_confidence_question_and_answer_equivalence
card_correction_request_failed_query_regarding_refund_fees_followup_c,card_correction_request_failed_query_regarding_refund_fees_followup_c,False,0.0,canonical_or_unmerged
card_correction_request_failed_query_regarding_refund_fees_followup_d,card_correction_request_failed_query_regarding_refund_fees_followup_d,False,0.0,canonical_or_unmerged
card_correction_request_failed_query_regarding_repayment_fees_followup_c,card_correction_request_failed_query_regarding_refund_fees_followup_d,True,100.0,high_confidence_question_and_answer_equivalence
card_correction_request_failed_query_regarding_repayment_fees,card_correction_request_failed_query_regarding_repayment_fees,False,0.0,canonical_or_unmerged
card_correction_request_failed_query_regarding_repayment_fees_followup_d,card_correction_request_failed_query_regarding_repayment_fees_followup_d,False,0.0,canonical_or_unmerged
card_damaged_how_to_get_new_card,card_damaged_how_to_get_new_card,False,0.0,canonical_or_unmerged
card_damaged_how_to_get_new_card_followup_a,card_damaged_how_to_get_new_card_followup_a,False,0.0,canonical_or_unmerged
card_damaged_how_to_get_new_card_followup_b,card_damaged_how_to_get_new_card_followup_b,False,0.0,canonical_or_unmerged
card_damaged_how_to_get_new_card_followup_c,card_damaged_how_to_get_new_card_followup_c,False,0.0,canonical_or_unmerged
card_damaged_how_to_get_new_card_followup_d,card_damaged_how_to_get_new_card_followup_d,False,0.0,canonical_or_unmerged
card_information_correction,card_information_correction,False,0.0,canonical_or_unmerged
card_information_correction_followup_a,card_information_correction_followup_a,False,0.0,canonical_or_unmerged
card_information_correction_followup_b,card_information_correction_followup_b,False,0.0,canonical_or_unmerged
card_information_correction_followup_c,card_information_correction_followup_c,False,0.0,canonical_or_unmerged
card_information_correction_followup_d,card_information_correction_followup_d,False,0.0,canonical_or_unmerged
card_lock,card_lock,False,0.0,canonical_or_unmerged
card_lost_and_damaged_cost,card_lost_and_damaged_cost,False,0.0,canonical_or_unmerged
card_lost_and_damaged_cost_followup_a,card_lost_and_damaged_cost_followup_a,False,0.0,canonical_or_unmerged
card_lost_and_damaged_cost_followup_b,card_lost_and_damaged_cost_followup_b,False,0.0,canonical_or_unmerged
card_lost_and_damaged_cost_followup_c,card_lost_and_damaged_cost_followup_c,False,0.0,canonical_or_unmerged
card_lost_and_damaged_cost_followup_d,card_lost_and_damaged_cost_followup_d,False,0.0,canonical_or_unmerged
card_lost_new_card_fee,card_lost_new_card_fee,False,0.0,canonical_or_unmerged
card_lost_new_card_fee_followup_a,card_lost_new_card_fee_followup_a,False,0.0,canonical_or_unmerged
card_lost_new_card_fee_followup_b,card_lost_new_card_fee_followup_b,False,0.0,canonical_or_unmerged
card_lost_new_card_fee_followup_c,card_lost_new_card_fee_followup_c,False,0.0,canonical_or_unmerged
card_lost_no_info_how_to_get_new,card_lost_no_info_how_to_get_new,False,0.0,canonical_or_unmerged
card_lost_no_info_how_to_get_new_followup_a,card_lost_no_info_how_to_get_new_followup_a,False,0.0,canonical_or_unmerged
card_lost_no_info_how_to_get_new_followup_b,card_lost_no_info_how_to_get_new_followup_b,False,0.0,canonical_or_unmerged
card_lost_no_info_how_to_get_new_followup_c,card_lost_no_info_how_to_get_new_followup_c,False,0.0,canonical_or_unmerged
card_lost_no_info_how_to_get_new_followup_d,card_lost_no_info_how_to_get_new_followup_d,False,0.0,canonical_or_unmerged
card_reissue_fees,card_reissue_fees,False,0.0,canonical_or_unmerged
card_reissue_fees_followup_a,card_reissue_fees_followup_a,False,0.0,canonical_or_unmerged
card_reissue_fees_followup_b,card_reissue_fees_followup_b,False,0.0,canonical_or_unmerged
card_reissue_fees_followup_c,card_reissue_fees_followup_c,False,0.0,canonical_or_unmerged
card_reissue_fees_followup_d,card_reissue_fees_followup_d,False,0.0,canonical_or_unmerged
cell_phone_number_correct_or_add_document_new,cell_phone_number_correct_or_add_document_new,False,0.0,canonical_or_unmerged
cell_phone_number_correct_or_add_document_new_followup_a,cell_phone_number_correct_or_add_document_new_followup_a,False,0.0,canonical_or_unmerged
cell_phone_number_correct_or_add_document_new_followup_b,cell_phone_number_correct_or_add_document_new_followup_b,False,0.0,canonical_or_unmerged
cell_phone_number_correct_or_add_document_new_followup_c,cell_phone_number_correct_or_add_document_new_followup_c,False,0.0,canonical_or_unmerged
cell_phone_number_correct_or_add_document_new_followup_d,cell_phone_number_correct_or_add_document_new_followup_d,False,0.0,canonical_or_unmerged
closing_statement,closing_statement,False,0.0,canonical_or_unmerged
condition_for_foreign_voter,condition_for_foreign_voter,False,0.0,canonical_or_unmerged
correction_application_current_status,correction_application_current_status,False,0.0,canonical_or_unmerged
correction_application_rejected_need_new_fee,correction_application_rejected_need_new_fee,False,0.0,canonical_or_unmerged
correction_application_rejected_need_new_fee_followup_a,correction_application_rejected_need_new_fee_followup_a,False,0.0,canonical_or_unmerged
correction_application_rejected_need_new_fee_followup_b,correction_application_rejected_need_new_fee_followup_b,False,0.0,canonical_or_unmerged
correction_application_rejected_need_new_fee_followup_c,correction_application_rejected_need_new_fee_followup_c,False,0.0,canonical_or_unmerged
correction_application_rejected_need_new_fee_followup_d,correction_application_rejected_need_new_fee_followup_d,False,0.0,canonical_or_unmerged
correction_application_status,correction_application_status,False,0.0,canonical_or_unmerged
correction_applied_but_no_category,correction_applied_but_no_category,False,0.0,canonical_or_unmerged
correction_applied_but_no_category_followup_a,correction_applied_but_no_category_followup_a,False,0.0,canonical_or_unmerged
correction_applied_but_no_category_followup_b,correction_applied_but_no_category_followup_b,False,0.0,canonical_or_unmerged
correction_applied_but_no_category_followup_c,correction_applied_but_no_category_followup_c,False,0.0,canonical_or_unmerged
correction_applied_but_no_category_followup_d,correction_applied_but_no_category_followup_d,False,0.0,canonical_or_unmerged
correction_applied_more_correction_needed,correction_applied_more_correction_needed,False,0.0,canonical_or_unmerged
correction_applied_more_correction_needed_followup_a,correction_applied_more_correction_needed_followup_a,False,0.0,canonical_or_unmerged
correction_applied_more_correction_needed_followup_b,correction_applied_more_correction_needed_followup_b,False,0.0,canonical_or_unmerged
correction_applied_more_correction_needed_followup_c,correction_applied_more_correction_needed_followup_c,False,0.0,canonical_or_unmerged
correction_applied_more_correction_needed_followup_d,correction_applied_more_correction_needed_followup_d,False,0.0,canonical_or_unmerged
correction_fee_payment,correction_fee_payment,False,0.0,canonical_or_unmerged
correction_fee_payment_2_followup_a,correction_fee_payment_followup_a,True,100.0,high_confidence_question_and_answer_equivalence
correction_fee_payment_followup_a,correction_fee_payment_followup_a,False,0.0,canonical_or_unmerged
correction_fee_payment_2_followup_b,correction_fee_payment_followup_b,True,100.0,high_confidence_question_and_answer_equivalence
correction_fee_payment_followup_b,correction_fee_payment_followup_b,False,0.0,canonical_or_unmerged
correction_fee_payment_2_followup_c,correction_fee_payment_2_followup_c,False,0.0,canonical_or_unmerged
correction_fee_payment_2_followup_d,correction_fee_payment_2_followup_d,False,0.0,canonical_or_unmerged
correction_fee_payment_followup_c,correction_fee_payment_followup_c,False,0.0,canonical_or_unmerged
correction_fee_payment_followup_d,correction_fee_payment_followup_d,False,0.0,canonical_or_unmerged
correction_fee_submitted_but_balance_zero,correction_fee_submitted_but_balance_zero,False,0.0,canonical_or_unmerged
correction_messages_but_no_update_in_card_no_approve,correction_messages_but_no_update_in_card_no_approve,False,0.0,canonical_or_unmerged
correction_slip_lost_can_get_card,correction_slip_lost_can_get_card,False,0.0,canonical_or_unmerged
correction_slip_lost_can_get_card_followup_a,correction_slip_lost_can_get_card_followup_a,False,0.0,canonical_or_unmerged
correction_slip_lost_can_get_card_followup_b,correction_slip_lost_can_get_card_followup_b,False,0.0,canonical_or_unmerged
correction_slip_lost_can_get_card_followup_c,correction_slip_lost_can_get_card_followup_c,False,0.0,canonical_or_unmerged
correction_slip_lost_can_get_card_followup_d,correction_slip_lost_can_get_card_followup_d,False,0.0,canonical_or_unmerged
data_security_assurance,data_security_assurance,False,0.0,canonical_or_unmerged
dead_people_id_card_update,dead_people_id_card_update,False,0.0,canonical_or_unmerged
dead_people_id_card_update_followup_a,dead_people_id_card_update_followup_a,False,0.0,canonical_or_unmerged
dead_people_id_card_update_followup_b,dead_people_id_card_update_followup_b,False,0.0,canonical_or_unmerged
dead_people_id_card_update_followup_c,dead_people_id_card_update_followup_c,False,0.0,canonical_or_unmerged
dead_people_id_card_update_followup_d,dead_people_id_card_update_followup_d,False,0.0,canonical_or_unmerged
dislike_answer,dislike_answer,False,0.0,canonical_or_unmerged
double_voter_registration_issue,double_voter_registration_issue,False,0.0,canonical_or_unmerged
double_voter_registration_issue_followup_a,double_voter_registration_issue_followup_a,False,0.0,canonical_or_unmerged
double_voter_registration_issue_followup_b,double_voter_registration_issue_followup_b,False,0.0,canonical_or_unmerged
double_voter_registration_issue_followup_c,double_voter_registration_issue_followup_c,False,0.0,canonical_or_unmerged
double_voter_registration_issue_followup_d,double_voter_registration_issue_followup_d,False,0.0,canonical_or_unmerged
dual_citizenship_certificate_of_which_countires_not_required_for_nid,dual_citizenship_certificate_of_which_countires_not_required_for_nid,False,0.0,canonical_or_unmerged
educational_qualification_correction,educational_qualification_correction,False,0.0,canonical_or_unmerged
educational_qualification_correction_followup_a,educational_qualification_correction_followup_a,False,0.0,canonical_or_unmerged
educational_qualification_correction_followup_b,educational_qualification_correction_followup_b,False,0.0,canonical_or_unmerged
educational_qualification_correction_followup_c,educational_qualification_correction_followup_c,False,0.0,canonical_or_unmerged
educational_qualification_correction_followup_d,educational_qualification_correction_followup_d,False,0.0,canonical_or_unmerged
eight_hours_time_up,eight_hours_time_up,False,0.0,canonical_or_unmerged
eligible_new_voter,eligible_new_voter,False,0.0,canonical_or_unmerged
email_optional,email_optional,False,0.0,canonical_or_unmerged
face_verification_no_next_option,face_verification_no_next_option,False,0.0,canonical_or_unmerged
face_verification_no_next_option_followup_a,face_verification_no_next_option_followup_a,False,0.0,canonical_or_unmerged
face_verification_no_next_option_followup_b,face_verification_no_next_option_followup_b,False,0.0,canonical_or_unmerged
face_verification_no_next_option_followup_c,face_verification_no_next_option_followup_c,False,0.0,canonical_or_unmerged
face_verification_no_next_option_followup_d,face_verification_no_next_option_followup_d,False,0.0,canonical_or_unmerged
faster_voter_registration,faster_voter_registration,False,0.0,canonical_or_unmerged
faster_voter_registration_followup_a,faster_voter_registration_followup_a,False,0.0,canonical_or_unmerged
faster_voter_registration_followup_b,faster_voter_registration_followup_b,False,0.0,canonical_or_unmerged
faster_voter_registration_followup_c,faster_voter_registration_followup_c,False,0.0,canonical_or_unmerged
faster_voter_registration_followup_d,faster_voter_registration_followup_d,False,0.0,canonical_or_unmerged
father_and_my_adress_different,father_and_my_adress_different,False,0.0,canonical_or_unmerged
father_and_my_adress_different_followup_a,father_and_my_adress_different_followup_a,False,0.0,canonical_or_unmerged
father_and_my_adress_different_followup_b,father_and_my_adress_different_followup_b,False,0.0,canonical_or_unmerged
father_and_my_adress_different_followup_c,father_and_my_adress_different_followup_c,False,0.0,canonical_or_unmerged
father_and_my_adress_different_followup_d,father_and_my_adress_different_followup_d,False,0.0,canonical_or_unmerged
finderprint_adjudication_pending,finderprint_adjudication_pending,False,0.0,canonical_or_unmerged
finderprint_adjudication_pending_followup_a,finderprint_adjudication_pending_followup_a,False,0.0,canonical_or_unmerged
finderprint_adjudication_pending_followup_b,finderprint_adjudication_pending_followup_b,False,0.0,canonical_or_unmerged
finderprint_adjudication_pending_followup_c,finderprint_adjudication_pending_followup_c,False,0.0,canonical_or_unmerged
finderprint_adjudication_pending_followup_d,finderprint_adjudication_pending_followup_d,False,0.0,canonical_or_unmerged
fingerprint_error_info_not_found,fingerprint_error_info_not_found,False,0.0,canonical_or_unmerged
fingerprint_error_info_not_found_followup_a,fingerprint_error_info_not_found_followup_a,False,0.0,canonical_or_unmerged
fingerprint_error_info_not_found_followup_b,fingerprint_error_info_not_found_followup_b,False,0.0,canonical_or_unmerged
fingerprint_update_applied_not_approved,fingerprint_update_applied_not_approved,False,0.0,canonical_or_unmerged
font_problem_in_new_voter_registration_form,font_problem_in_new_voter_registration_form,False,0.0,canonical_or_unmerged
font_problem_in_new_voter_registration_form_followup_a,font_problem_in_new_voter_registration_form_followup_a,False,0.0,canonical_or_unmerged
font_problem_in_new_voter_registration_form_followup_b,font_problem_in_new_voter_registration_form_followup_b,False,0.0,canonical_or_unmerged
font_problem_in_new_voter_registration_form_followup_c,font_problem_in_new_voter_registration_form_followup_c,False,0.0,canonical_or_unmerged
font_problem_in_new_voter_registration_form_followup_d,font_problem_in_new_voter_registration_form_followup_d,False,0.0,canonical_or_unmerged
foreign_address_entry_tips,foreign_address_entry_tips,False,0.0,canonical_or_unmerged
foreign_address_fields,foreign_address_fields,False,0.0,canonical_or_unmerged
foreign_resident_action_after_biometrics_new,foreign_resident_action_after_biometrics_new,False,0.0,canonical_or_unmerged
foreign_resident_card_collection,foreign_resident_card_collection,False,0.0,canonical_or_unmerged
foreign_resident_card_collection_followup_a,foreign_resident_card_collection_followup_a,False,0.0,canonical_or_unmerged
foreign_resident_card_collection_followup_b,foreign_resident_card_collection_followup_b,False,0.0,canonical_or_unmerged
foreign_resident_card_collection_followup_d,foreign_resident_card_collection_followup_d,False,0.0,canonical_or_unmerged
foreign_resident_card_picture_done__inquery_done_no_msg_new,foreign_resident_card_picture_done__inquery_done_no_msg_new,False,0.0,canonical_or_unmerged
foreign_resident_card_picture_done_not_inquery_from_upzilla_new,foreign_resident_card_picture_done_not_inquery_from_upzilla_new,False,0.0,canonical_or_unmerged
foreign_resident_card_picture_done_not_inquery_from_upzilla_new_followup_a,foreign_resident_card_picture_done_not_inquery_from_upzilla_new_followup_a,False,0.0,canonical_or_unmerged
foreign_resident_card_picture_done_not_inquery_from_upzilla_new_followup_b,foreign_resident_card_picture_done_not_inquery_from_upzilla_new_followup_b,False,0.0,canonical_or_unmerged
foreign_resident_card_picture_done_not_inquery_from_upzilla_new_followup_c,foreign_resident_card_picture_done_not_inquery_from_upzilla_new_followup_c,False,0.0,canonical_or_unmerged
foreign_resident_card_picture_done_not_inquery_from_upzilla_new_followup_d,foreign_resident_card_picture_done_not_inquery_from_upzilla_new_followup_d,False,0.0,canonical_or_unmerged
foreign_resident_card_registration_current_state,foreign_resident_card_registration_current_state,False,0.0,canonical_or_unmerged
foreign_resident_card_registration_process,foreign_resident_card_registration_process,False,0.0,canonical_or_unmerged
foreign_resident_card_registration_process_followup_a,foreign_resident_card_registration_process_followup_a,False,0.0,canonical_or_unmerged
foreign_resident_card_registration_process_followup_b,foreign_resident_card_registration_process_followup_b,False,0.0,canonical_or_unmerged
foreign_resident_card_registration_process_followup_c,foreign_resident_card_registration_process_followup_c,False,0.0,canonical_or_unmerged
foreign_resident_card_registration_process_followup_d,foreign_resident_card_registration_process_followup_d,False,0.0,canonical_or_unmerged
foreign_resident_card_registration_query_country_limitation,foreign_resident_card_registration_query_country_limitation,False,0.0,canonical_or_unmerged
foreign_resident_card_registration_query_country_limitation_2_followup_a,foreign_resident_card_registration_query_country_limitation_2_followup_a,False,0.0,canonical_or_unmerged
foreign_resident_card_registration_query_country_limitation_2_followup_b,foreign_resident_card_registration_query_country_limitation_2_followup_b,False,0.0,canonical_or_unmerged
foreign_resident_card_registration_query_country_limitation_2_followup_c,foreign_resident_card_registration_query_country_limitation_2_followup_c,False,0.0,canonical_or_unmerged
foreign_resident_card_registration_query_country_limitation_2_followup_d,foreign_resident_card_registration_query_country_limitation_2_followup_d,False,0.0,canonical_or_unmerged
