question_raw,canonical_tag,row_id,tag,status_reason,audit_status,reason_code,rationale,composite_score,audit_buffer,e5_margin,gemma_margin,token_alignment,artifact_score
এনআইডি কার্ডে নিজ নাম সংশোধনের জন্য কি ডকুমেন্টস লাগবে?,name_correction_in_nid_card,13027,name_correction_in_nid_card,below_audit_buffer,,,,0.5311380580394537,False,0.00454336404800415,0.018237709999084473,0.0,0.0
এনআইডি ডাটায় আমার নামের বানান ঠিক করতে কোন কোন নথি দরকার?,name_correction_in_nid_card,13028,name_correction_in_nid_card,audited_flag,audited,duplicate,এনআইডি ডাটায় নিজের নামের বানান ঠিক করতে নথি দরকার—row 13042-এর record/data wording বদলানো near-duplicate।,0.561612846009984,True,0.009705781936645508,0.1288999319076538,0.16666666666666666,0.0
এনআইডি নাম করেকশন আবেদনকালে কি কি নথি বাধ্যতামূলক?,name_correction_in_nid_card,13030,name_correction_in_nid_card,below_audit_buffer,,,,0.45691712950406493,False,-0.002718627452850342,0.013770699501037598,0.0,0.0
এনআইডি নাম করেকশনের কাগজপত্র সম্পর্কে জানতে চাই।,name_correction_in_nid_card,13031,name_correction_in_nid_card,below_audit_buffer,,,,0.4211799108702001,False,-0.007576465606689453,0.040858328342437744,0.0,0.0
এনআইডি নাম করেকশনের জন্য কোন কোন সাপোর্টিং পেপারস দিতে হবে?,name_correction_in_nid_card,13032,name_correction_in_nid_card,below_audit_buffer,,,,0.44520352194453905,False,0.0009853243827819824,0.06347423791885376,0.0,0.0
এনআইডি নাম ঠিক করতে কোন কোন ডকুমেন্ট আপলোড করতে হবে?,name_correction_in_nid_card,13033,name_correction_in_nid_card,below_audit_buffer,,,,0.49990789690284376,False,0.0070378780364990234,0.05556678771972656,0.0,0.0
এনআইডি নাম বানান ঠিক করার জন্য বাধ্যতামূলক কাগজপত্র কী কী?,name_correction_in_nid_card,13034,name_correction_in_nid_card,below_audit_buffer,,,,0.5389888570667825,False,0.008475959300994873,0.09970563650131226,0.0,0.0
এনআইডি নাম শুদ্ধ করতে কি কি অফিসিয়াল ডকুমেন্ট লাগে?,name_correction_in_nid_card,13036,name_correction_in_nid_card,below_audit_buffer,,,,0.4958125018893412,False,0.007844626903533936,0.07971632480621338,0.0,0.0
এনআইডি নাম সংশোধন প্রসঙ্গে দরকারি কাগজপত্র বলবেন?,name_correction_in_nid_card,13039,name_correction_in_nid_card,below_audit_buffer,,,,0.5373997978513966,False,0.0024431943893432617,0.018616199493408203,0.0,0.0
এনআইডি নাম সংশোধনের জন্য কি কি সনদ লাগতে পারে?,name_correction_in_nid_card,13040,name_correction_in_nid_card,below_audit_buffer,,,,0.48363944949308707,False,0.002249002456665039,0.001614987850189209,0.0,0.0
এনআইডি নাম সংশোধনের নথিপত্র সম্পর্কে জানাবেন কি?,name_correction_in_nid_card,13041,name_correction_in_nid_card,below_audit_buffer,,,,0.4723417885798726,False,-0.0009657740592956543,0.010295093059539795,0.0,0.0
এনআইডিতে আমার নামের স্পেলিং ঠিক করতে কোন কোন ডকুমেন্ট দেখাব?,name_correction_in_nid_card,13044,name_correction_in_nid_card,below_audit_buffer,,,,0.5017556613201161,False,0.008143484592437744,0.102139413356781,0.0,0.0
এনআইডিতে নাম শুদ্ধ করার সময় কোন প্রমাণ সংযুক্ত থাকা চাই?,name_correction_in_nid_card,13045,name_correction_in_nid_card,below_audit_buffer,,,,0.4629449678343652,False,0.0025627613067626953,0.06210970878601074,0.0,0.0
এনআইডিতে নাম সংশোধনের জন্য কোন ভিত্তিস্বরূপ ডকুমেন্টস জমা দেব?,name_correction_in_nid_card,13048,name_correction_in_nid_card,below_audit_buffer,,,,0.5243395628468422,False,0.0038497447967529297,0.0467795729637146,0.0,0.0
এনআইডিতে নাম স্পেলিং ফিক্স করতে ডকুমেন্টস কি কি?,name_correction_in_nid_card,13049,name_correction_in_nid_card,below_audit_buffer,,,,0.4792228467760105,False,0.006148040294647217,0.038423776626586914,0.0,0.0
এনআইডিতে নামের বানান ঠিক করার প্রক্রিয়ায় কোন ডকুমেন্টস আবশ্যক?,name_correction_in_nid_card,13051,name_correction_in_nid_card,audited_flag,audited,duplicate,এনআইডিতে নামের বানান ঠিক করার ডকুমেন্টস নিয়ে প্রশ্ন; row 13042-এর same intent-এর near-paraphrase।,0.5657435782555587,True,0.01206672191619873,0.10904896259307861,0.0,0.0
এনআইডিতে নামের বানান পরিবর্তনের বদলে সংশোধনের জন্য কী লাগে?,name_correction_in_nid_card,13052,name_correction_in_nid_card,below_audit_buffer,,,,0.4820359875301474,False,0.00402456521987915,0.0012477636337280273,0.0,0.0
এনআইডিতে নামের বানান সংশোধনের ফরমের সাথে কোন নথি সংযুক্ত করবো?,name_correction_in_nid_card,13054,name_correction_in_nid_card,below_audit_buffer,,,,0.5151013586736815,False,0.008623123168945312,0.06305921077728271,0.0,0.0
এনআইডিতে নামের স্পেলিং ঠিক করতে বাধ্যতামূলক ডকুমেন্ট কোনগুলো?,name_correction_in_nid_card,13055,name_correction_in_nid_card,below_audit_buffer,,,,0.49436346233494005,False,0.008595764636993408,0.10924220085144043,0.0,0.0
এনআইডিতে নিজের নামের বানান শুদ্ধ করার জন্য কোন ডকুমেন্টস জরুরি?,name_correction_in_nid_card,13057,name_correction_in_nid_card,audited_flag,audited,duplicate,এনআইডিতে নিজের নামের বানান শুদ্ধ করার ডকুমেন্টস নিয়ে প্রশ্ন; row 13042/13051-এর near-paraphrase।,0.5564832910807728,True,0.01532888412475586,0.11213254928588867,0.16666666666666666,0.0
এনআইডির নাম বানান সংশোধনের জন্য প্রয়োজনীয় প্রমাণপত্র কী?,name_correction_in_nid_card,13059,name_correction_in_nid_card,below_audit_buffer,,,,0.5395323728277781,False,0.0020256638526916504,0.07391345500946045,0.16666666666666666,0.0
এনআইডির নাম সংশোধনের ক্ষেত্রে কোন ভিত্তিপত্র লাগে?,name_correction_in_nid_card,13060,name_correction_in_nid_card,below_audit_buffer,,,,0.4763972710626694,False,-0.0006771683692932129,0.048795104026794434,0.0,0.0
জাতীয় পরিচয়পত্রে আমার নিজের নামের বানান সংশোধনের জন্য কোন কোন নথিপত্র জমা দিতে হবে?,name_correction_in_nid_card,13062,name_correction_in_nid_card,audited_flag,audited,duplicate,জাতীয় পরিচয়পত্রে নিজের নামের বানান সংশোধনের নথিপত্র নিয়ে প্রশ্ন; row 13089-এর near-duplicate।,0.565593181893265,True,0.011594116687774658,0.07073956727981567,0.16666666666666666,0.0
জাতীয় পরিচয়পত্রে নাম আপডেট (স্পেলিং) করতে কোন কোন ডকুমেন্টস লাগে?,name_correction_in_nid_card,13063,name_correction_in_nid_card,below_audit_buffer,,,,0.50143511068971,False,0.006779134273529053,0.03220576047897339,0.0,0.0
জাতীয় পরিচয়পত্রে নাম ঠিক করার জন্য সাপোর্টিং পেপার কোনগুলো?,name_correction_in_nid_card,13065,name_correction_in_nid_card,below_audit_buffer,,,,0.4834992246034945,False,0.01199042797088623,0.01585066318511963,0.0,0.0
জাতীয় পরিচয়পত্রে নাম বানান করেকশনে কি কি সনদপত্র প্রয়োজন?,name_correction_in_nid_card,13067,name_correction_in_nid_card,below_audit_buffer,,,,0.5055809773656181,False,0.005756855010986328,0.05491739511489868,0.0,0.0
জাতীয় পরিচয়পত্রে নাম বানান শোধরাতে প্রযোজ্য নথি কী কী?,name_correction_in_nid_card,13068,name_correction_in_nid_card,below_audit_buffer,,,,0.528798454671001,False,0.012639760971069336,0.03612929582595825,0.0,0.0
জাতীয় পরিচয়পত্রে নাম বানান সংশোধনের জন্য ডকুমেন্ট রিকুয়্যারমেন্ট কী?,name_correction_in_nid_card,13069,name_correction_in_nid_card,below_audit_buffer,,,,0.541683444415286,False,0.012240767478942871,0.029215574264526367,0.16666666666666666,0.0
জাতীয় পরিচয়পত্রে নাম শুদ্ধিকরণে দরকারি প্রমাণ কী কী?,name_correction_in_nid_card,13070,name_correction_in_nid_card,below_audit_buffer,,,,0.5226342950439203,False,0.010006844997406006,0.08335554599761963,0.0,0.0
জাতীয় পরিচয়পত্রে নাম শুদ্ধিকরণের দরকারি দলিলপত্র কী?,name_correction_in_nid_card,13071,name_correction_in_nid_card,below_audit_buffer,,,,0.5333849700186922,False,0.010313570499420166,0.055169641971588135,0.0,0.0
জাতীয় পরিচয়পত্রে নাম সংশোধন করতে আবেদন করলে কোন নথি জমা দেব?,name_correction_in_nid_card,13073,name_correction_in_nid_card,below_audit_buffer,,,,0.5312269409826764,False,0.007280468940734863,0.014313697814941406,0.0,0.0
জাতীয় পরিচয়পত্রে নাম সংশোধনের supportive documents কী দরকার?,name_correction_in_nid_card,13074,name_correction_in_nid_card,below_audit_buffer,,,,0.5266303202702816,False,0.00560915470123291,0.042807936668395996,0.0,0.0
জাতীয় পরিচয়পত্রে নাম সংশোধনের supportive papers কী কী?,name_correction_in_nid_card,13075,name_correction_in_nid_card,below_audit_buffer,,,,0.5049298741372424,False,0.005920231342315674,0.058955609798431396,0.0,0.0
জাতীয় পরিচয়পত্রে নাম সংশোধনের আবেদন করলে কোন নথি লাগবে?,name_correction_in_nid_card,13076,name_correction_in_nid_card,below_audit_buffer,,,,0.5312642438090887,False,0.003608524799346924,0.036463260650634766,0.0,0.0
জাতীয় পরিচয়পত্রে নাম সংশোধনের কাগজপত্রের তালিকা চাই।,name_correction_in_nid_card,13077,name_correction_in_nid_card,below_audit_buffer,,,,0.5169818955319816,False,0.011075913906097412,0.03500521183013916,0.0,0.0
জাতীয় পরিচয়পত্রে নাম সংশোধনের জন্য কী কী সাপোর্টিং পেপারস প্রয়োজন?,name_correction_in_nid_card,13078,name_correction_in_nid_card,below_audit_buffer,,,,0.5204797490421638,False,0.008101820945739746,0.04017871618270874,0.0,0.0
জাতীয় পরিচয়পত্রে নাম সংশোধনের জন্য দরকারি কাগজ কোনগুলো?,name_correction_in_nid_card,13079,name_correction_in_nid_card,below_audit_buffer,,,,0.5304761235749929,False,0.005535542964935303,0.04154860973358154,0.0,0.0
জাতীয় পরিচয়পত্রে নামের বানান সংশোধনে কি কি ডকুমেন্ট অ্যাটাচ করতে হবে?,name_correction_in_nid_card,13082,name_correction_in_nid_card,audited_flag,audited,duplicate,জাতীয় পরিচয়পত্রে নামের বানান সংশোধনে ডকুমেন্ট attach করার প্রশ্ন; row 13083/13089-এর near-duplicate।,0.5558297046087034,True,0.011861681938171387,0.07739865779876709,0.0,0.0
জাতীয় পরিচয়পত্রে নামের বানান সংশোধনের জন্য কি কি প্রয়োজনীয় নথি আছে?,name_correction_in_nid_card,13083,name_correction_in_nid_card,audited_flag,audited,duplicate,জাতীয় পরিচয়পত্রে নামের বানান সংশোধনের নথি জানতে চাওয়া; row 13089-এর খুব কাছাকাছি paraphrase।,0.5750296617048474,True,0.01278775930404663,0.09129518270492554,0.0,0.0
জাতীয় পরিচয়পত্রে নিজ নাম শুদ্ধ করতে হলে কোন কোন নথি দিতে হবে?,name_correction_in_nid_card,13086,name_correction_in_nid_card,below_audit_buffer,,,,0.5326763870994339,False,0.009975671768188477,0.07560908794403076,0.0,0.0
জাতীয় পরিচয়পত্রে নিজ নাম শোধরানোর জন্য কাগজপত্রের তালিকা কী?,name_correction_in_nid_card,13087,name_correction_in_nid_card,below_audit_buffer,,,,0.5198770912390273,False,0.012145161628723145,0.05505579710006714,0.0,0.0
জাতীয় পরিচয়পত্রে নিজের নাম ঠিক করতে কী কী নথিপত্র লাগবে?,name_correction_in_nid_card,13088,name_correction_in_nid_card,below_audit_buffer,,,,0.5386106069894072,False,0.010247766971588135,0.06422626972198486,0.0,0.0
জাতীয় পরিচয়পত্রের নাম স্পেলিং ঠিক করতে কি প্রমাণপত্র লাগবে?,name_correction_in_nid_card,13091,name_correction_in_nid_card,below_audit_buffer,,,,0.5011888880868403,False,0.009062647819519043,0.044786930084228516,0.0,0.0
নাম করেকশনের প্রয়োজনে কোন সাপোর্টিং ডকুমেন্টস লাগবে?,name_correction_in_nid_card,13092,name_correction_in_nid_card,below_audit_buffer,,,,0.5158807205223311,False,0.010927379131317139,0.06697386503219604,0.0,0.0
নাম ঠিক করতে আবেদন করলে কোন কোন নথি আপলোড করতে হবে?,name_correction_in_nid_card,13093,name_correction_in_nid_card,below_audit_buffer,,,,0.5307673508011482,False,0.0100136399269104,0.07346576452255249,0.0,0.0
নাম বানান করেকশন ফাইল করতে কোন কোন কাগজপত্র সংযুক্ত করবো?,name_correction_in_nid_card,13094,name_correction_in_nid_card,below_audit_buffer,,,,0.49462429657887685,False,0.012840032577514648,0.09927266836166382,0.0,0.0
নাম বানান সংশোধন আবেদন করার আগে কোন নথি প্রস্তুত রাখতে হবে?,name_correction_in_nid_card,13096,name_correction_in_nid_card,audited_flag,audited,duplicate,নাম বানান সংশোধন আবেদনের আগে নথি প্রস্তুত রাখা নিয়ে প্রশ্ন; row 13097-এর প্রয়োজনীয় কাগজ তালিকা প্রশ্নের near-duplicate।,0.5637922603226527,True,0.01480478048324585,0.12858545780181885,0.16666666666666666,0.0
নাম শুদ্ধিকরণ আবেদনে কোন কোন প্রমাণপত্র সংযুক্ত করতে হবে?,name_correction_in_nid_card,13098,name_correction_in_nid_card,below_audit_buffer,,,,0.5256497825255221,False,0.01073676347732544,0.08831518888473511,0.0,0.0
নামের ইংরেজি বানান ঠিক করতে কী কী ডকুমেন্ট প্রয়োজন?,name_correction_in_nid_card,13099,name_correction_in_nid_card,below_audit_buffer,,,,0.5405295323601041,False,0.013967514038085938,0.12603145837783813,0.0,0.0
নামের বানান করেকশন আবেদনে কি কি সনদপত্র সংযুক্ত করা লাগে?,name_correction_in_nid_card,13101,name_correction_in_nid_card,below_audit_buffer,,,,0.5288695572776486,False,0.011088728904724121,0.09440547227859497,0.0,0.0
নামের বানান ঠিক করার আবেদনে কোন কোন প্রমাণপত্র সংযুক্ত করতে হবে?,name_correction_in_nid_card,13105,name_correction_in_nid_card,audited_flag,audited,duplicate,নামের বানান ঠিক করার আবেদনে প্রমাণপত্র সংযুক্ত করার প্রশ্ন; row 13113-এর near-duplicate।,0.5591394579217739,True,0.013945162296295166,0.11907076835632324,0.0,0.0
নামের বানান শুদ্ধ করার জন্য কোন কোন কাগজ সঙ্গে নিতে হবে?,name_correction_in_nid_card,13110,name_correction_in_nid_card,below_audit_buffer,,,,0.5319994856663837,False,0.014558613300323486,0.1289035677909851,0.0,0.0
নামের বানান সংশোধন বিষয়ে দরকারি প্রমাণপত্র কী?,name_correction_in_nid_card,13112,name_correction_in_nid_card,audited_flag,audited,duplicate,নামের বানান সংশোধন বিষয়ে দরকারি প্রমাণপত্র জানতে চাওয়া; row 13097-এর প্রয়োজনীয় কাগজ/প্রমাণপত্র প্রশ্নের near-duplicate।,0.5542142689178757,True,0.012506842613220215,0.10614955425262451,0.0,0.0
নামের বানান সংশোধনী আবেদনে কী কী কাগজ জমা দিতে হবে জানাবেন?,name_correction_in_nid_card,13113,name_correction_in_nid_card,audited_flag,audited,duplicate,নামের বানান সংশোধনী আবেদনে কী কাগজ জমা দিতে হবে—row 13097/13096-এর same document-list intent-এর near-paraphrase।,0.5608264598880405,True,0.014210939407348633,0.11446362733840942,0.0,0.0
নামের বানান সংশোধনের অনুরোধে কী কী সহায়ক কাগজ দিতে হয়?,name_correction_in_nid_card,13115,name_correction_in_nid_card,audited_flag,audited,duplicate,নামের বানান সংশোধনের অনুরোধে সহায়ক কাগজ দেওয়ার প্রশ্ন; row 13097/13113-এর near-paraphrase।,0.5555966128578064,True,0.014904141426086426,0.10670250654220581,0.0,0.0
নামের স্পেলিং এডিট করতে আবেদন দিলে কী ডকুমেন্টস প্রয়োজন?,name_correction_in_nid_card,13120,name_correction_in_nid_card,below_audit_buffer,,,,0.5235172500560973,False,0.013913571834564209,0.06873929500579834,0.0,0.0
নামের স্পেলিং করেকশন প্রসেসে কি কি supporting documents লাগে?,name_correction_in_nid_card,13121,name_correction_in_nid_card,below_audit_buffer,,,,0.4953626296467558,False,0.01451641321182251,0.05652952194213867,0.0,0.0
নামের স্পেলিং ঠিক করতে হলে কোন কোন সাপোর্টিং ডকুমেন্টস দরকার?,name_correction_in_nid_card,13122,name_correction_in_nid_card,below_audit_buffer,,,,0.5168425069231972,False,0.013190746307373047,0.08174067735671997,0.0,0.0
নামের স্পেলিং ঠিক করার আবেদনপত্রের সাথে কোন ডকুমেন্টস থাকবে?,name_correction_in_nid_card,13123,name_correction_in_nid_card,below_audit_buffer,,,,0.5270554641027232,False,0.012143552303314209,0.055324673652648926,0.0,0.0
নিজের নাম সংশোধনের জন্য ইসি কী কী কাগজ চায়?,name_correction_in_nid_card,13124,name_correction_in_nid_card,below_audit_buffer,,,,0.5207535146823858,False,0.010443389415740967,0.07756209373474121,0.0,0.0
নিজের নাম সংশোধনের জন্য কোন কোন সনদপত্র দরকার হবে?,name_correction_in_nid_card,13125,name_correction_in_nid_card,below_audit_buffer,,,,0.5428060193094075,False,0.009449183940887451,0.0729224681854248,0.0,0.0
নিজের নামের ইংরেজি-বাংলা বানান ঠিক করতে কোন কোন সাপোর্টিং ডকুমেন্ট দরকার?,name_correction_in_nid_card,13127,name_correction_in_nid_card,below_audit_buffer,,,,0.5216287075426175,False,0.014384090900421143,0.1296778917312622,0.0,0.0
নির্বাচন কমিশনে নাম বানান সংশোধনের কাগজ চাইলে কী কী দেব?,name_correction_in_nid_card,13131,name_correction_in_nid_card,below_audit_buffer,,,,0.5246312807491889,False,0.01041346788406372,0.052791595458984375,0.16666666666666666,0.0
নির্বাচন কমিশনে নাম সংশোধনের জন্য কোন কোন কাগজপত্র জমা দিতে হয়?,name_correction_in_nid_card,13132,name_correction_in_nid_card,below_audit_buffer,,,,0.5229265568951963,False,0.007904350757598877,0.06794250011444092,0.0,0.0
নির্বাচন কমিশনে নামের বানান সংশোধনের প্রমাণপত্র কী লাগবে?,name_correction_in_nid_card,13133,name_correction_in_nid_card,below_audit_buffer,,,,0.5335628615692609,False,0.014230668544769287,0.1280643343925476,0.0,0.0
নির্বাচন কমিশনের ডাটায় আমার নাম ঠিক করতে কোন কাগজপত্র চাই?,name_correction_in_nid_card,13134,name_correction_in_nid_card,below_audit_buffer,,,,0.5290756478533003,False,0.012113571166992188,0.07443159818649292,0.0,0.0
নির্বাচন কমিশনের রেকর্ডে আমার নাম সংশোধনের জন্য কোন নথি চাওয়া হয়?,name_correction_in_nid_card,13135,name_correction_in_nid_card,below_audit_buffer,,,,0.5231238903548523,False,0.0132254958152771,0.07162636518478394,0.0,0.0
ভোটার আইডিতে নাম সংশোধনের আবেদনপত্রে কোন কাগজপত্র থাকবে?,name_correction_in_nid_card,13136,name_correction_in_nid_card,below_audit_buffer,,,,0.5042098885660373,False,0.0014423131942749023,0.07540446519851685,0.0,0.0
ভোটার আইডিতে নাম স্পেলিং করেকশনের জন্য কাগজপত্র কী চাই?,name_correction_in_nid_card,13137,name_correction_in_nid_card,below_audit_buffer,,,,0.4810018773724235,False,0.00034165382385253906,0.06414192914962769,0.0,0.0
ভোটার আইডিতে নামের বানান ঠিক করতে হলে কোন কোন দলিল লাগবে?,name_correction_in_nid_card,13139,name_correction_in_nid_card,audited_flag,audited,duplicate,ভোটার আইডিতে নামের বানান ঠিক করতে দলিল জানতে চাওয়া; row 13138-এর খুব কাছাকাছি paraphrase।,0.5648125257039329,True,0.011088371276855469,0.14832645654678345,0.16666666666666666,0.0
"ভোটার আইডিতে নামের বানান পরিবর্তন নয়, সংশোধনে কী লাগবে?",name_correction_in_nid_card,13140,name_correction_in_nid_card,below_audit_buffer,,,,0.48752520462902355,False,0.0067310333251953125,0.014942944049835205,0.16666666666666666,0.0
ভোটার আইডিতে নামের বানান শুদ্ধ করতে কি কি লাগবে?,name_correction_in_nid_card,13141,name_correction_in_nid_card,below_audit_buffer,,,,0.5019515611615244,False,0.008781790733337402,0.08672869205474854,0.3333333333333333,0.0
ভোটার আইডিতে নামের বানান সঠিক করতে কোন কাগজ লাগবে বলবেন?,name_correction_in_nid_card,13142,name_correction_in_nid_card,audited_flag,audited,duplicate,ভোটার আইডিতে নামের বানান সঠিক করতে কাগজ লাগবে কি না জানতে চাওয়া; row 13138-এর near-paraphrase।,0.5551291847136139,True,0.010514318943023682,0.12056392431259155,0.16666666666666666,0.0
ভোটার আইডিতে নিজের নামের বানান সংশোধনে কোন কোন নথি প্রয়োজন?,name_correction_in_nid_card,13143,name_correction_in_nid_card,audited_flag,audited,duplicate,ভোটার আইডিতে নিজের নামের বানান সংশোধনের নথি নিয়ে প্রশ্ন; row 13138-এর same intent-এর near-duplicate।,0.5551860462739232,True,0.010897636413574219,0.11983329057693481,0.16666666666666666,0.0
ভোটার কার্ডে নামের স্পেলিং ঠিক করতে কি কি কাগজ লাগে?,name_correction_in_nid_card,13145,name_correction_in_nid_card,below_audit_buffer,,,,0.4690999405888601,False,0.005939662456512451,0.11235636472702026,0.0,0.0
ভোটার তালিকার নাম বানান সংশোধনে কোন কাগজপত্র জমা দিতে হয়?,name_correction_in_nid_card,13147,name_correction_in_nid_card,below_audit_buffer,,,,0.5022730608464644,False,-0.0063132643699646,0.10174018144607544,0.16666666666666666,0.0
ভোটার তালিকায় আমার নামের বানান শুদ্ধ করতে কি কি কাগজ দরকার?,name_correction_in_nid_card,13148,name_correction_in_nid_card,below_audit_buffer,,,,0.531188231251745,False,0.006302595138549805,0.13857531547546387,0.3333333333333333,0.0
ভোটার তালিকায় নাম বানান করেকশনের জন্য প্রমাণ কী কী চাই?,name_correction_in_nid_card,13149,name_correction_in_nid_card,audited_flag,audited,sibling_collision,"এটি ভোটার তালিকায় নামের বানান correction নিয়ে, এনআইডি/কার্ডে নিজের নাম সংশোধনের চেয়ে ভোটার তালিকা সংশোধন tag-এ ভালো ফিট করে।",0.5744011193161143,True,0.0021579861640930176,0.0874946117401123,0.0,0.0
ভোটার রেকর্ডে নাম শুদ্ধ করতে কী ডকুমেন্ট লাগবে?,name_correction_in_nid_card,13150,name_correction_in_nid_card,below_audit_buffer,,,,0.4840423346386335,False,-0.0026150941848754883,0.11147463321685791,0.0,0.0
ভোটার রেজিস্টারে নামের বানান সংশোধনে কোন নথি আবশ্যক?,name_correction_in_nid_card,13151,name_correction_in_nid_card,below_audit_buffer,,,,0.5175238292014831,False,0.0067247748374938965,0.10390925407409668,0.0,0.0
ভোটার রেজিস্ট্রেশনে আমার নাম সংশোধনের জন্য কী কী কাগজ জমা দেব?,name_correction_in_nid_card,13152,name_correction_in_nid_card,below_audit_buffer,,,,0.49243133070401146,False,-0.0005066394805908203,0.05672520399093628,0.0,0.0
ভোটার রোল-এ নিজের নাম ঠিক করতে কোন কোন নথিপত্র দিতে হয়?,name_correction_in_nid_card,13153,name_correction_in_nid_card,audited_flag,audited,sibling_collision,"ভোটার রোল-এ নিজের নাম ঠিক করার নথি নিয়ে প্রশ্ন; এনআইডি/জাতীয় পরিচয়পত্রের নাম correction নয়, voter roll correction-এ বেশি ফিট।",0.5723347298605941,True,-0.002123534679412842,0.028773188591003418,0.0,0.0
ভোটার রোলের নামের বানান সংশোধনের জন্য কোন ডকুমেন্ট লাগবে?,name_correction_in_nid_card,13154,name_correction_in_nid_card,below_audit_buffer,,,,0.5104686371710142,False,0.0027769804000854492,0.10846412181854248,0.0,0.0
ভোটার লিস্টে নামের বানান ঠিক করতে কি কি প্রমাণপত্র দিতে হয়?,name_correction_in_nid_card,13155,name_correction_in_nid_card,audited_flag,audited,sibling_collision,"প্রশ্নটি ভোটার লিস্টে নামের বানান সংশোধন নিয়ে; NID/জাতীয় পরিচয়পত্র বা কার্ড নয়, তাই সম্ভাব্য আলাদা voter-list correction intent-এ পড়ে।",0.6104907947706638,True,0.004558980464935303,0.09781348705291748,0.0,0.0
ভোটার লিস্টে নামের বানান ঠিক করার আবেদন করলে কোন কাগজ লাগবে?,name_correction_in_nid_card,13156,name_correction_in_nid_card,below_audit_buffer,,,,0.5272496659994165,False,0.005585849285125732,0.11814886331558228,0.0,0.0
স্মার্ট এনআইডি নাম সংশোধনের কাগজপত্র কী কী?,name_correction_in_nid_card,13157,name_correction_in_nid_card,below_audit_buffer,,,,0.5031813711311418,False,0.002869129180908203,0.06926214694976807,0.0,0.0
স্মার্ট এনআইডিতে আমার নাম ঠিক করতে কী কী ডকুমেন্ট জমা দেওয়া বাধ্যতামূলক?,name_correction_in_nid_card,13158,name_correction_in_nid_card,below_audit_buffer,,,,0.49087224225434406,False,0.0029948949813842773,0.04894399642944336,0.0,0.0
স্মার্ট এনআইডিতে নাম বানান আপডেটের ক্ষেত্রে কোন নথি দেখাতে হয়?,name_correction_in_nid_card,13159,name_correction_in_nid_card,below_audit_buffer,,,,0.4906097643975683,False,0.005571484565734863,0.0566975474357605,0.0,0.0
