question,tag,top1_neighbor_tag,top1_neighbor_question,top1_correct,own_share_top_k,neighbor_tag_dist,audit_top_k
"এনআইডি তে অ্যাকাউন্ট লক দেখাচ্ছে, আনলক করতে কী শর্ত আছে?",account_locked,account_locked,এনআইডি অ্যাকাউন্ট লক; আনলকের জন্য কী করতে হবে?,True,0.8,"{""account_locked"": 8, ""account_locked_unlock_request"": 2}",10
"NID অনলাইনে বার্তা আসে “অ্যাকাউন্ট লকড”, এখন কী করব?",account_locked,account_locked,“অ্যাকাউন্ট লক” এরর পাচ্ছি এনআইডিতে; এখন কী করব?,True,1.0,"{""account_locked"": 10}",10
এনআইডি অ্যাকাউন্টে “লকড” নোটিশ; কীভাবে ঠিক করব?,account_locked,account_locked,এনআইডি লগইন বার্তা “অ্যাকাউন্ট লকড” সমাধান কীভাবে?,True,1.0,"{""account_locked"": 10}",10
NID অনলাইনে অ্যাকাউন্ট লকড আনলক প্রসেস কীভাবে?,account_locked,account_locked,NID অনলাইন সেবায় অ্যাকাউন্ট ব্লক হয়ে গেলে আনলক করার নিয়ম কী?,True,0.9,"{""account_locked"": 9, ""account_locked_unlock_request"": 1}",10
"এনআইডি লগইন লকড, কোন উপায়ে রিস্টোর করব?",account_locked,account_locked,"আমার এনআইডি লগইন হচ্ছে না, একাউন্ট লক হয়েছে।",True,0.9,"{""account_locked"": 9, ""account_locked_unlock_request"": 1}",10
এনআইডি লগইন লক সমস্যা সমাধানের স্টেপ কী?,account_locked,account_locked,এনআইডি লগইন লক সমস্যা অফিসিয়াল সমাধান কী?,True,0.9,"{""account_locked"": 9, ""account_locked_unlock_request"": 1}",10
"এনআইডি একাউন্ট লক হয়ে গেছে, সাহায্য চাই।",account_locked,account_locked,এনআইডি অনলাইন পোর্টালে আমার অ্যাকাউন্ট লক হয়ে গেছে; করণীয় কী?,True,1.0,"{""account_locked"": 10}",10
NID সাইটে লগইন লক হয়েছে সমাধান কিভাবে পাবো?,account_locked,account_locked,এনআইডি ওয়েব পোর্টালে লগইন বারণ লক সমস্যা কিভাবে সলভ করব?,True,1.0,"{""account_locked"": 10}",10
এনআইডি ওয়েব পোর্টালে লগইন বারণ লক সমস্যা কিভাবে সলভ করব?,account_locked,account_locked,এনআইডি লগইন লক সমস্যা সমাধানের স্টেপ কী?,True,0.9,"{""account_locked"": 9, ""account_locked_unlock_request"": 1}",10
NID পোর্টালে লকড অ্যাকাউন্ট খুলতে কী কী করতে হয়?,account_locked,account_locked,এনআইডি সার্ভিস পোর্টালে অ্যাকাউন্ট লকড এটা কীভাবে খুলব?,True,1.0,"{""account_locked"": 10}",10
“অ্যাকাউন্ট লক” এরর পাচ্ছি এনআইডিতে; এখন কী করব?,account_locked,account_locked,এনআইডি একাউন্ট লক দেখালে কি করতে হবে?,True,1.0,"{""account_locked"": 10}",10
এনআইডি সার্ভিস পোর্টালে অ্যাকাউন্ট লকড এটা কীভাবে খুলব?,account_locked,account_locked,"এনআইডি অ্যাকাউন্ট ইস্যু: লক হয়েছে, কিভাবে খুলবো?",True,1.0,"{""account_locked"": 10}",10
এনআইডি অ্যাকাউন্ট লক থেকে মুক্ত করার উপায় কী?,account_locked,account_locked,এনআইডি অ্যাকাউন্ট লক সমস্যা থেকে বের হতে কী উপায় আছে?,True,0.9,"{""account_locked"": 9, ""account_locked_unlock_request"": 1}",10
এনআইডি পোর্টালে অ্যাকাউন্ট লক আনলক রিকোয়ায়ারমেন্ট কী?,account_locked,account_locked,এনআইডি অ্যাকাউন্ট লকড; আনলক রিকোয়েস্ট দরকার কি?,True,1.0,"{""account_locked"": 10}",10
অ্যাকাউন্ট লক এনআইডি তে কিভাবে পুনরায় প্রবেশ সম্ভব?,account_locked,account_locked,এনআইডি অ্যাকাউন্ট লক হয়েছে রিসেট করার পদ্ধতি কী?,True,1.0,"{""account_locked"": 10}",10
NID লগইনে “Account locked due to attempts” এখন কী করব?,account_locked,account_locked,NID পোর্টালে “Your account is locked” পরবর্তী কি করব?,True,1.0,"{""account_locked"": 10}",10
NID অ্যাকাউন্ট লক; আনলক হওয়ার গাইডলাইন কী?,account_locked,account_locked,এনআইডি অ্যাকাউন্ট লক; আনলকের জন্য কী করতে হবে?,True,1.0,"{""account_locked"": 10}",10
এনআইডি পোর্টালে “লগইন লকড” আসছে এখন কী করবেন?,account_locked,account_locked,এনআইডি সার্ভিসে লগইন লক হলে করণীয় বলবেন?,True,1.0,"{""account_locked"": 10}",10
NID অনলাইন সেবায় অ্যাকাউন্ট ব্লক হয়ে গেলে আনলক করার নিয়ম কী?,account_locked,account_locked,NID অনলাইনে অ্যাকাউন্ট লকড আনলক প্রসেস কীভাবে?,True,0.7,"{""account_locked"": 7, ""account_locked_unlock_request"": 3}",10
এনআইডি পোর্টালে অ্যাকাউন্ট ব্লকড; কীভাবে পুনঃসক্রিয় করবো?,account_locked,account_locked,এনআইডি পোর্টালে ব্লকড অ্যাকাউন্ট কীভাবে রি-অ্যাকটিভেট করব?,True,1.0,"{""account_locked"": 10}",10
"এনআইডির অ্যাকাউন্ট লক, আনলকের ধাপগুলো কী?",account_locked,account_locked,এনআইডি অ্যাকাউন্ট লক; আনলকের জন্য কী করতে হবে?,True,1.0,"{""account_locked"": 10}",10
এনআইডি অ্যাকাউন্ট লকড সাপোর্টের আগে কী করতে পারি?,account_locked,account_locked,এনআইডি একাউন্ট লক দেখালে কি করতে হবে?,True,1.0,"{""account_locked"": 10}",10
জাতীয় পরিচয় অনলাইন সেবায় অ্যাকাউন্ট লক দেখালে কীভাবে ঠিক করা যায়?,account_locked,account_locked,জাতীয় পরিচয় সাইটে “লকড অ্যাকাউন্ট” সমস্যা হলে কী করব?,True,0.9,"{""account_locked"": 9, ""account_locked_retrials"": 1}",10
এনআইডি অনলাইন অ্যাকাউন্ট ব্লক ফিক্স করার উপায় কী?,account_locked,account_locked,এনআইডি অনলাইন লকড অ্যাকাউন্ট কিভাবে ঠিক করব?,True,0.8,"{""account_locked"": 8, ""account_locked_unlock_request"": 2}",10
এনআইডি অনলাইন অ্যাকাউন্ট লক; অফিসিয়ালি কী নির্দেশ আছে?,account_locked,account_locked,এনআইডি অ্যাকাউন্ট লক সমাধানে অফিসিয়াল নির্দেশনা কী?,True,1.0,"{""account_locked"": 10}",10
এনআইডি সাইটে “Account locked” এলার্ট এর পর কী?,account_locked,account_locked,NID সাইটে অ্যাকাউন্ট লকড পরবর্তী করণীয় কী?,True,1.0,"{""account_locked"": 10}",10
এনআইডি অ্যাকাউন্ট লক সমাধানে অফিসিয়াল নির্দেশনা কী?,account_locked,account_locked,এনআইডি অনলাইন অ্যাকাউন্ট লক; অফিসিয়ালি কী নির্দেশ আছে?,True,1.0,"{""account_locked"": 10}",10
"এনআইডি সার্ভিসে ইউজার লকড, কিভাবে রিকভার করবো?",account_locked,account_locked,"এনআইডি লগইন লকড, কোন উপায়ে রিস্টোর করব?",True,0.9,"{""account_locked"": 9, ""account_locked_unlock_request"": 1}",10
এনআইডি পোর্টালের ইউজার লকড; আনলক করতে কী নির্দেশনা আছে?,account_locked,account_locked_unlock_request,এনআইডি সেবা পোর্টাল লক হয়ে গেলে কি কেউ তাৎক্ষণিকভাবে আনলক করে দিতে পারেন?,False,0.7,"{""account_locked_unlock_request"": 3, ""account_locked"": 7}",10
এনআইডি পোর্টালে লক তুলে নেওয়ার উপায় কী?,account_locked,account_locked,এনআইডি পোর্টালের ইউজার লকড; আনলক করতে কী নির্দেশনা আছে?,True,0.9,"{""account_locked"": 9, ""account_locked_unlock_request"": 1}",10
এনআইডি অনলাইনে অ্যাকাউন্ট ব্লকড; কীভাবে পুনরায় চালু করব?,account_locked,account_locked,এনআইডি পোর্টালে অ্যাকাউন্ট ব্লকড; কীভাবে পুনঃসক্রিয় করবো?,True,0.8,"{""account_locked"": 8, ""account_locked_unlock_request"": 2}",10
নির্বাচন কমিশনের এনআইডি লগইন লক হয়ে গেলে সমাধান কী?,account_locked,account_locked,নির্বাচন কমিশনের সাইটে এনআইডি অ্যাকাউন্ট লক; সমাধান কীভাবে?,True,1.0,"{""account_locked"": 10}",10
এনআইডি অনলাইন অ্যাকাউন্ট ব্লক; কিভাবে ওপেন করব?,account_locked,account_locked,"এনআইডি অনলাইনে একাউন্ট লক হয়েছে, কিভাবে খুলবো?",True,0.8,"{""account_locked"": 8, ""account_locked_unlock_request"": 2}",10
"এনআইডি লগইনে “লকড ইউজার” এরর, কিভাবে ফিক্স করব?",account_locked,account_locked,এনআইডি অনলাইন লকড অ্যাকাউন্ট কিভাবে ঠিক করব?,True,0.9,"{""account_locked"": 9, ""account_locked_unlock_request"": 1}",10
এনআইডি অনলাইন সেবায় লক; আনলকের ধাপগুলো জানতে চাই।,account_locked,account_locked,"এনআইডির অ্যাকাউন্ট লক, আনলকের ধাপগুলো কী?",True,0.9,"{""account_locked"": 9, ""account_locked_unlock_request"": 1}",10
এনআইডি অ্যাকাউন্ট লকড; আনলক রিকোয়েস্ট দরকার কি?,account_locked,account_locked,এনআইডি অ্যাকাউন্ট লক; আনলকের জন্য কী করতে হবে?,True,0.8,"{""account_locked"": 8, ""account_locked_unlock_request"": 2}",10
এনআইডি লগইনে ব্লক; কীভাবে ঠিক করবো?,account_locked,account_locked,এনআইডি লগইনে অ্যাকাউন্ট ব্লক হলে কী পদক্ষেপ নিতে হবে?,True,0.8,"{""account_locked"": 8, ""account_locked_unlock_request"": 2}",10
ভুল পাসওয়ার্ড দিয়ে লক হয়েছে এনআইডি এখন কী করব?,account_locked,account_locked,এনআইডিতে “Your account has been locked” আমাকে কী করতে হবে?,True,1.0,"{""account_locked"": 10}",10
এনআইডি লগইন লক সমস্যা অফিসিয়াল সমাধান কী?,account_locked,account_locked,এনআইডি লগইন লক সমস্যা সমাধানের স্টেপ কী?,True,1.0,"{""account_locked"": 10}",10
এনআইডি পোর্টালে ব্লকড অ্যাকাউন্ট কীভাবে রি-অ্যাকটিভেট করব?,account_locked,account_locked,এনআইডি পোর্টালে অ্যাকাউন্ট ব্লকড; কীভাবে পুনঃসক্রিয় করবো?,True,1.0,"{""account_locked"": 10}",10
জাতীয় পরিচয় সাইটে “লকড অ্যাকাউন্ট” সমস্যা হলে কী করব?,account_locked,account_locked,জাতীয় পরিচয় অনলাইন সেবায় অ্যাকাউন্ট লক দেখালে কীভাবে ঠিক করা যায়?,True,0.9,"{""account_locked"": 9, ""account_locked_retrials"": 1}",10
কতক্ষণ অপেক্ষা করলে লক খোলা যাবে? এখনো সঠিক তথ্য দিলেও ঢুকতে পারছি না।,account_locked_retrials,account_locked_retrials,লক হলে কি সাথে সাথে খুলবে না? কতক্ষণ লাগে?,True,1.0,"{""account_locked_retrials"": 10}",10
একবার লক হওয়ার পরে ঠিক তথ্যেও ঢোকা যাচ্ছে না কখন ঠিক হবে?,account_locked_retrials,account_locked_retrials,লক হওয়ার পরই বা কেন সঠিক তথ্যেও লগইন হচ্ছে না? সমাধান কী?,True,1.0,"{""account_locked_retrials"": 10}",10
বারবার সঠিক তথ্য দিলেও লক রয়ে গেছে কখন এটা স্বয়ংক্রিয়ভাবে খুলবে?,account_locked_retrials,account_locked_retrials,কতক্ষণ অপেক্ষা করলে লক খোলা যাবে? এখনো সঠিক তথ্য দিলেও ঢুকতে পারছি না।,True,1.0,"{""account_locked_retrials"": 10}",10
লকড দেখা গেল; কতক্ষণ পরে আবার চেষ্টা করা বাঞ্ছনীয়?,account_locked_retrials,account_locked_retrials,"লকড দেখায়, কি আমাকে আবার পরে চেষ্টা করতে হবে?",True,1.0,"{""account_locked_retrials"": 10}",10
একবার লক হওয়ার পরে সঠিক তথ্য দিলে কি সাথে সাথে খুলে যায় না? কী করা উচিত?,account_locked_retrials,account_locked_retrials,একবার লক হওয়ার পর সঠিক ডিটেইলস দিলেও কেন সাথে সাথে খুলে না?,True,0.9,"{""account_locked_retrials"": 9, ""account_locked_unlock_request"": 1}",10
সঠিক তথ্য দিলেও লক রিমেইন করছে কত সময় পর খুলবে?,account_locked_retrials,account_locked_retrials,কতক্ষণ অপেক্ষা করলে লক খোলা যাবে? এখনো সঠিক তথ্য দিলেও ঢুকতে পারছি না।,True,1.0,"{""account_locked_retrials"": 10}",10
সঠিক তথ্য এন্ট্রি করেও লক কাটছে না এটি কবে কাটবে?,account_locked_retrials,account_locked_retrials,একবার লক হওয়ার পরে ঠিক তথ্যেও ঢোকা যাচ্ছে না কখন ঠিক হবে?,True,1.0,"{""account_locked_retrials"": 10}",10
একবার লক হলে আবার ঠিক তথ্য দিলেও কি সঙ্গে সঙ্গে লগইন সম্ভব নয়? কীভাবে এগোবো?,account_locked_retrials,account_locked_retrials,লক হওয়ার পরই বা কেন সঠিক তথ্যেও লগইন হচ্ছে না? সমাধান কী?,True,1.0,"{""account_locked_retrials"": 10}",10
লক হয়ে থাকা অবস্থায় সঠিক তথ্য দিলেও কেন ব্যর্থ হয়?,account_locked_retrials,account_locked_retrials,লকড হলে কি সঠিক তথ্য দিয়েও সঙ্গে সঙ্গে প্রবেশ সম্ভব নয়?,True,1.0,"{""account_locked_retrials"": 10}",10
"লকড দেখায়, কি আমাকে আবার পরে চেষ্টা করতে হবে?",account_locked_retrials,account_locked_retrials,লকড দেখা গেল; কতক্ষণ পরে আবার চেষ্টা করা বাঞ্ছনীয়?,True,1.0,"{""account_locked_retrials"": 10}",10
লক অবস্থা কত সময় স্থায়ী থাকে? সঠিক তথ্যেও কেন ঢুকতে পারছি না?,account_locked_retrials,account_locked_retrials,কতক্ষণ অপেক্ষা করলে লক খোলা যাবে? এখনো সঠিক তথ্য দিলেও ঢুকতে পারছি না।,True,1.0,"{""account_locked_retrials"": 10}",10
একাউন্ট লক হওয়ার মেয়াদ কতক্ষণ? ঠিক তথ্য দিলেও কাজ করছে না।,account_locked_retrials,account_locked_retrials,আমার অ্যাকাউন্ট সাময়িকভাবে লক কতক্ষণ পর এটা নিজেই খুলবে?,True,0.9,"{""account_locked_retrials"": 9, ""account_locked_unlock_request"": 1}",10
লকড প্রোফাইল সঠিক তথ্যেও প্রবেশ ব্যর্থ; অপেক্ষা কতক্ষণ?,account_locked_retrials,account_locked_retrials,কতক্ষণ অপেক্ষা করলে লক খোলা যাবে? এখনো সঠিক তথ্য দিলেও ঢুকতে পারছি না।,True,1.0,"{""account_locked_retrials"": 10}",10
ঠিক তথ্য ইনপুট করার পরেও লক কেন এবং কী করবো?,account_locked_retrials,account_locked_retrials,"লক আইডিতে তথ্য ঠিক দেওয়ার পরেও লক দেখাচ্ছে, কি করবো?",True,1.0,"{""account_locked_retrials"": 10}",10
লগইন লক হয়ে গেছে; আবার চেষ্টা করার আগে কি নির্দিষ্ট সময় ওয়েট করতে হবে?,account_locked_retrials,account_locked_retrials,লগইন লকড কত ঘন্টা পর আবার চেষ্টা করবো?,True,1.0,"{""account_locked_retrials"": 10}",10
"বহুবার ভুল দেওয়ায় লক হয়েছে, এখন ঠিক তথ্যেও খুলছে না কখন ট্রাই করবো?",account_locked_retrials,account_locked_retrials,একবার লক হওয়ার পরে ঠিক তথ্যেও ঢোকা যাচ্ছে না কখন ঠিক হবে?,True,1.0,"{""account_locked_retrials"": 10}",10
"লক আইডিতে তথ্য ঠিক দেওয়ার পরেও লক দেখাচ্ছে, কি করবো?",account_locked_retrials,account_locked_retrials,আইডি তে মেসেজ দেখাচ্ছে লক হয়ে গেছে এখন সঠিক তথ্য দেওয়ার পরেও লক-ই দেখাচ্ছে কি করবো?,True,1.0,"{""account_locked_retrials"": 10}",10
লকড হওয়ার পরে কবে আবার চেষ্টা করতে বলা হয়?,account_locked_retrials,account_locked_retrials,লকড দেখা গেল; কতক্ষণ পরে আবার চেষ্টা করা বাঞ্ছনীয়?,True,1.0,"{""account_locked_retrials"": 10}",10
"একাউন্ট লক হওয়ার পর সঠিক তথ্য দেওয়ার পরও লক দেখাচ্ছে, উপায় কি?",account_locked_retrials,account_locked_retrials,"একবার একাউন্ট লক হওয়ার পর পুনরায় সঠিক তথ্য দিলেও একাউন্ট লক দেখাচ্ছে, উপায় কি?",True,1.0,"{""account_locked_retrials"": 10}",10
লকড দেখানোর পর কীভাবে নিশ্চিত হবো কখন চেষ্টা করতে হবে?,account_locked_retrials,account_locked_retrials,লকড হওয়ার পরে কবে আবার চেষ্টা করতে বলা হয়?,True,1.0,"{""account_locked_retrials"": 10}",10
লক হওয়ার পরই বা কেন সঠিক তথ্যেও লগইন হচ্ছে না? সমাধান কী?,account_locked_retrials,account_locked_retrials,একবার লক হওয়ার পরে ঠিক তথ্যেও ঢোকা যাচ্ছে না কখন ঠিক হবে?,True,1.0,"{""account_locked_retrials"": 10}",10
"ঠিক ইনফো দিলেও একাউন্ট এর লক খুলতেছে না, কি করা লাগবে?",account_locked_retrials,account_locked_retrials,"একবার একাউন্ট লক হওয়ার পর ঠিক তথ্য দিলেও খুলছে না, এখন কী করবো?",True,1.0,"{""account_locked_retrials"": 10}",10
লক হলে কি অপেক্ষা করলেই সমস্যা মেটে?,account_locked_retrials,account_locked_retrials,"লক দেখাচ্ছে, অপেক্ষা করবো নাকি অন্য কিছু করতে হবে?",True,1.0,"{""account_locked_retrials"": 10}",10
"একবার একাউন্ট লক হওয়ার পর ঠিক তথ্য দিলেও খুলছে না, এখন কী করবো?",account_locked_retrials,account_locked_retrials,"একাউন্ট লক হওয়ার পর পুনরায় সঠিক ডিটেইলস দিলেও প্রবেশ সম্ভব হচ্ছে না, কী করব?",True,1.0,"{""account_locked_retrials"": 10}",10
একবার লক হলে কি আবার তথ্য দিয়ে একাউন্ট খুলবে না?,account_locked_retrials,account_locked_retrials,অ্যাকাউন্ট লকড থাকলে কি আবার সাথে সাথেই চেষ্টা করা উচিত নয়?,True,0.8,"{""account_locked_retrials"": 8, ""account_locked_unlock_request"": 2}",10
লকড হলে কি সঠিক তথ্য দিয়েও সঙ্গে সঙ্গে প্রবেশ সম্ভব নয়?,account_locked_retrials,account_locked_retrials,লক হয়ে থাকা অবস্থায় সঠিক তথ্য দিলেও কেন ব্যর্থ হয়?,True,1.0,"{""account_locked_retrials"": 10}",10
লক হলে কি নির্দিষ্ট ঘন্টা পার না হলে খুলবে না?,account_locked_retrials,account_locked_retrials,লক হলে কি সাথে সাথে খুলবে না? কতক্ষণ লাগে?,True,1.0,"{""account_locked_retrials"": 10}",10
ভুল লগইন অ্যাটেম্পটে লক হয়েছে; কবে পর্যন্ত অপেক্ষা করতে হবে?,account_locked_retrials,account_locked_retrials,অ্যাকাউন্ট লক থাকায় লগইন ব্যর্থ হচ্ছে; আনলকের জন্য কতক্ষণ অপেক্ষা করতে হবে?,True,1.0,"{""account_locked_retrials"": 10}",10
